Word,Category,Starting_Letter,Length,Is_Compound,Component_Count
دست‌اندازی,Noun/Adjective/Misc,د,10,1,2
دست‌اندرکار,Noun/Adjective/Misc,د,11,1,2
دست‌بردار,Noun/Adjective/Misc,د,9,1,2
دست‌بسته,Noun/Adjective/Misc,د,8,1,2
دست‌به‌قلم,Noun/Adjective/Misc,د,10,1,3
دست‌بوس,Noun/Adjective/Misc,د,7,1,2
دست‌بوسی,Noun/Adjective/Misc,د,8,1,2
دست‌خورده,Noun/Adjective/Misc,د,9,1,2
دست‌خوردگی,Noun/Adjective/Misc,د,10,1,2
دست‌خوش,Noun/Adjective/Misc,د,7,1,2
دست‌درازی,Noun/Adjective/Misc,د,9,1,2
دست‌دوز,Noun/Adjective/Misc,د,7,1,2
دست‌رشته,Noun/Adjective/Misc,د,8,1,2
دست‌ساخته,Noun/Adjective/Misc,د,9,1,2
دست‌ساز,Noun/Adjective/Misc,د,7,1,2
دست‌شویی,Noun/Adjective/Misc,د,8,1,2
دست‌فرمان,Noun/Adjective/Misc,د,9,1,2
دست‌فروش,Noun/Adjective/Misc,د,8,1,2
دست‌فروشی,Noun/Adjective/Misc,د,9,1,2
دست‌مال,Noun/Adjective/Misc,د,7,1,2
دست‌مالی,Noun/Adjective/Misc,د,8,1,2
دست‌مایه,Noun/Adjective/Misc,د,8,1,2
دست‌مریزاد,Noun/Adjective/Misc,د,10,1,2
دست‌نخورده,Noun/Adjective/Misc,د,10,1,2
دست‌نشانده,Noun/Adjective/Misc,د,10,1,2
دست‌نشاندگی,Noun/Adjective/Misc,د,11,1,2
دست‌نوشته,Noun/Adjective/Misc,د,9,1,2
دست‌نویس,Noun/Adjective/Misc,د,8,1,2
دست‌نیافتنی,Noun/Adjective/Misc,د,11,1,2
دست‌ودل‌باز,Noun/Adjective/Misc,د,11,1,3
دست‌وپا,Noun/Adjective/Misc,د,7,1,2
دست‌پاچه,Noun/Adjective/Misc,د,8,1,2
دست‌پخت,Noun/Adjective/Misc,د,7,1,2
دست‌پرورده,Noun/Adjective/Misc,د,10,1,2
دست‌چین,Noun/Adjective/Misc,د,7,1,2
دست‌کاری,Noun/Adjective/Misc,د,8,1,2
دست‌کج,Noun/Adjective/Misc,د,6,1,2
دست‌کجی,Noun/Adjective/Misc,د,7,1,2
دست‌کم,Noun/Adjective/Misc,د,6,1,2
دست‌گردان,Noun/Adjective/Misc,د,9,1,2
دست‌گرمی,Noun/Adjective/Misc,د,8,1,2
دست‌گیر,Noun/Adjective/Misc,د,7,1,2
دست‌گیری,Noun/Adjective/Misc,د,8,1,2
دست‌یابی,Noun/Adjective/Misc,د,8,1,2
دست‌یافتنی,Noun/Adjective/Misc,د,10,1,2
دست‌یافته,Noun/Adjective/Misc,د,9,1,2
دسیسه‌آمیز,Noun/Adjective/Misc,د,10,1,2
دسیسه‌باز,Noun/Adjective/Misc,د,9,1,2
دسیسه‌بازی,Noun/Adjective/Misc,د,10,1,2
دسیسه‌گر,Noun/Adjective/Misc,د,8,1,2
دسی‌بل,Noun/Adjective/Misc,د,6,1,2
دسی‌متر,Noun/Adjective/Misc,د,7,1,2
دشمن‌تراش,Noun/Adjective/Misc,د,9,1,2
دشمن‌تراشی,Noun/Adjective/Misc,د,10,1,2
دشمن‌خویانه,Noun/Adjective/Misc,د,11,1,2
دشمن‌پرور,Noun/Adjective/Misc,د,9,1,2
دشنام‌گو,Noun/Adjective/Misc,د,8,1,2
دشنام‌گویی,Noun/Adjective/Misc,د,10,1,2
دعوت‌شده,Noun/Adjective/Misc,د,8,1,2
دعوت‌نامه,Noun/Adjective/Misc,د,9,1,2
دعوت‌کننده,Noun/Adjective/Misc,د,10,1,2
دغل‌باز,Noun/Adjective/Misc,د,7,1,2
دغل‌بازی,Noun/Adjective/Misc,د,8,1,2
دغل‌کار,Noun/Adjective/Misc,د,7,1,2
دغل‌کاری,Noun/Adjective/Misc,د,8,1,2
دفع‌کننده,Noun/Adjective/Misc,د,9,1,2
دفن‌نشده,Noun/Adjective/Misc,د,8,1,2
دف‌زن,Noun/Adjective/Misc,د,5,1,2
دف‌نواز,Noun/Adjective/Misc,د,7,1,2
دقیقه‌شمار,Noun/Adjective/Misc,د,10,1,2
دق‌الباب,Noun/Adjective/Misc,د,8,1,2
دلالت‌کننده,Noun/Adjective/Misc,د,11,1,2
دلقک‌بازی,Noun/Adjective/Misc,د,9,1,2
دلقک‌مآبانه,Noun/Adjective/Misc,د,11,1,2
دلق‌پوش,Noun/Adjective/Misc,د,7,1,2
دلهره‌آور,Noun/Adjective/Misc,د,9,1,2
دلهره‌انگیز,Noun/Adjective/Misc,د,11,1,2
دله‌دزد,Noun/Adjective/Misc,د,7,1,2
دله‌دزدی,Noun/Adjective/Misc,د,8,1,2
دلگرم‌کننده,Noun/Adjective/Misc,د,11,1,2
دلیل‌آوری,Noun/Adjective/Misc,د,9,1,2
دل‌آرا,Noun/Adjective/Misc,د,6,1,2
دل‌آزار,Noun/Adjective/Misc,د,7,1,2
دل‌آزاری,Noun/Adjective/Misc,د,8,1,2
دل‌آزرده,Noun/Adjective/Misc,د,8,1,2
دل‌آزردگی,Noun/Adjective/Misc,د,9,1,2
دل‌آسوده,Noun/Adjective/Misc,د,8,1,2
دل‌آشفته,Noun/Adjective/Misc,د,8,1,2
دل‌آشوب,Noun/Adjective/Misc,د,7,1,2
دل‌آشوبه,Noun/Adjective/Misc,د,8,1,2
دل‌آویز,Noun/Adjective/Misc,د,7,1,2
دل‌آگاه,Noun/Adjective/Misc,د,7,1,2
دل‌افروز,Noun/Adjective/Misc,د,8,1,2
دل‌افروزی,Noun/Adjective/Misc,د,9,1,2
دل‌افسرده,Noun/Adjective/Misc,د,9,1,2
دل‌افگار,Noun/Adjective/Misc,د,8,1,2
دل‌انگیز,Noun/Adjective/Misc,د,8,1,2
دل‌باخته,Noun/Adjective/Misc,د,8,1,2
دل‌باختگی,Noun/Adjective/Misc,د,9,1,2
دل‌باز,Noun/Adjective/Misc,د,6,1,2
دل‌بسته,Noun/Adjective/Misc,د,7,1,2
دل‌تنگ,Noun/Adjective/Misc,د,6,1,2
دل‌جو,Noun/Adjective/Misc,د,5,1,2
دل‌جویی,Noun/Adjective/Misc,د,7,1,2
دل‌خراش,Noun/Adjective/Misc,د,7,1,2
دل‌خسته,Noun/Adjective/Misc,د,7,1,2
دل‌خوش,Noun/Adjective/Misc,د,6,1,2
دل‌درد,Noun/Adjective/Misc,د,6,1,2
دل‌رحم,Noun/Adjective/Misc,د,6,1,2
دل‌زده,Noun/Adjective/Misc,د,6,1,2
دل‌زدگی,Noun/Adjective/Misc,د,7,1,2
دل‌زنده,Noun/Adjective/Misc,د,7,1,2
دل‌سخت,Noun/Adjective/Misc,د,6,1,2
دل‌سوخته,Noun/Adjective/Misc,د,8,1,2
دل‌سپاری,Noun/Adjective/Misc,د,8,1,2
دل‌سپرده,Noun/Adjective/Misc,د,8,1,2
دل‌سپردگی,Noun/Adjective/Misc,د,9,1,2
دل‌شده,Noun/Adjective/Misc,د,6,1,2
دل‌شدگی,Noun/Adjective/Misc,د,7,1,2
دل‌شوره,Noun/Adjective/Misc,د,7,1,2
دل‌شکسته,Noun/Adjective/Misc,د,8,1,2
دل‌شکستگی,Noun/Adjective/Misc,د,9,1,2
دل‌شیفته,Noun/Adjective/Misc,د,8,1,2
دل‌ضعفه,Noun/Adjective/Misc,د,7,1,2
دل‌غشه,Noun/Adjective/Misc,د,6,1,2
دل‌فریب,Noun/Adjective/Misc,د,7,1,2
دل‌فریبی,Noun/Adjective/Misc,د,8,1,2
دل‌مرده,Noun/Adjective/Misc,د,7,1,2
دل‌مردگی,Noun/Adjective/Misc,د,8,1,2
دل‌مشغول,Noun/Adjective/Misc,د,8,1,2
دل‌مشغولی,Noun/Adjective/Misc,د,9,1,2
دل‌نازک,Noun/Adjective/Misc,د,7,1,2
دل‌نازکی,Noun/Adjective/Misc,د,8,1,2
دل‌نشین,Noun/Adjective/Misc,د,7,1,2
دل‌نواز,Noun/Adjective/Misc,د,7,1,2
دل‌نوازی,Noun/Adjective/Misc,د,8,1,2
دل‌نگران,Noun/Adjective/Misc,د,8,1,2
دل‌نگرانی,Noun/Adjective/Misc,د,9,1,2
دل‌پاک,Noun/Adjective/Misc,د,6,1,2
دل‌پذیر,Noun/Adjective/Misc,د,7,1,2
دل‌پسند,Noun/Adjective/Misc,د,7,1,2
دل‌پیچه,Noun/Adjective/Misc,د,7,1,2
دل‌چرکین,Noun/Adjective/Misc,د,8,1,2
دل‌چسب,Noun/Adjective/Misc,د,6,1,2
دل‌گرفته,Noun/Adjective/Misc,د,8,1,2
دل‌گنده,Noun/Adjective/Misc,د,7,1,2
دل‌گندگی,Noun/Adjective/Misc,د,8,1,2
دماغ‌دار,Noun/Adjective/Misc,د,8,1,2
دماغ‌سوخته,Noun/Adjective/Misc,د,10,1,2
دماغ‌سوختگی,Noun/Adjective/Misc,د,11,1,2
دموکرات‌مسلک,Noun/Adjective/Misc,د,12,1,2
دم‌باریک,Noun/Adjective/Misc,د,8,1,2
دم‌بریده,Noun/Adjective/Misc,د,8,1,2
دم‌دار,Noun/Adjective/Misc,د,6,1,2
دم‌دراز,Noun/Adjective/Misc,د,7,1,2
دم‌دمی‌مزاج,Noun/Adjective/Misc,د,11,1,3
دم‌سرد,Noun/Adjective/Misc,د,6,1,2
دم‌سردی,Noun/Adjective/Misc,د,7,1,2
دم‌سیاه,Noun/Adjective/Misc,د,7,1,2
دم‌صبح,Noun/Adjective/Misc,د,6,1,2
دم‌ودستگاه,Noun/Adjective/Misc,د,10,1,2
دم‌پختک,Noun/Adjective/Misc,د,7,1,2
دم‌پر,Noun/Adjective/Misc,د,5,1,2
دم‌کرده,Noun/Adjective/Misc,د,7,1,2
دم‌کلفت,Noun/Adjective/Misc,د,7,1,2
دنباله‌دار,Noun/Adjective/Misc,د,10,1,2
دنباله‌رو,Noun/Adjective/Misc,د,9,1,2
دنباله‌سازی,Noun/Adjective/Misc,د,11,1,2
دندانه‌دار,Noun/Adjective/Misc,د,10,1,2
دندان‌درد,Noun/Adjective/Misc,د,9,1,2
دندان‌ساز,Noun/Adjective/Misc,د,9,1,2
دندان‌سازی,Noun/Adjective/Misc,د,10,1,2
دندان‌شکن,Noun/Adjective/Misc,د,9,1,2
دندان‌قروچه,Noun/Adjective/Misc,د,11,1,2
دندان‌پزشک,Noun/Adjective/Misc,د,10,1,2
دندان‌پزشکی,Noun/Adjective/Misc,د,11,1,2
دندان‌گرد,Noun/Adjective/Misc,د,9,1,2
دندان‌گردی,Noun/Adjective/Misc,د,10,1,2
دندان‌گیر,Noun/Adjective/Misc,د,9,1,2
دنده‌دار,Noun/Adjective/Misc,د,8,1,2
دهانه‌گشاد,Noun/Adjective/Misc,د,10,1,2
دهان‌بند,Noun/Adjective/Misc,د,8,1,2
دهان‌بین,Noun/Adjective/Misc,د,8,1,2
دهان‌بینی,Noun/Adjective/Misc,د,9,1,2
دهان‌دار,Noun/Adjective/Misc,د,8,1,2
دهان‌دره,Noun/Adjective/Misc,د,8,1,2
دهان‌سوز,Noun/Adjective/Misc,د,8,1,2
دهان‌شو,Noun/Adjective/Misc,د,7,1,2
دهان‌شویه,Noun/Adjective/Misc,د,9,1,2
دهان‌لق,Noun/Adjective/Misc,د,7,1,2
دهان‌کجی,Noun/Adjective/Misc,د,8,1,2
دهان‌گشوده,Noun/Adjective/Misc,د,10,1,2
دهشت‌آور,Noun/Adjective/Misc,د,8,1,2
دهشت‌بار,Noun/Adjective/Misc,د,8,1,2
دهشت‌زا,Noun/Adjective/Misc,د,7,1,2
دهشت‌زده,Noun/Adjective/Misc,د,8,1,2
دهشت‌زدگی,Noun/Adjective/Misc,د,9,1,2
دهقان‌زاده,Noun/Adjective/Misc,د,10,1,2
دهلی‌نو,Noun/Adjective/Misc,د,7,1,2
دهل‌زن,Noun/Adjective/Misc,د,6,1,2
دهل‌نواز,Noun/Adjective/Misc,د,8,1,2
دهن‌دره,Noun/Adjective/Misc,د,7,1,2
ده‌باره,Noun/Adjective/Misc,د,7,1,2
ده‌بخشی,Noun/Adjective/Misc,د,7,1,2
ده‌به‌ده,Noun/Adjective/Misc,د,8,1,3
ده‌تا,Noun/Adjective/Misc,د,5,1,2
ده‌تاده‌تا,Noun/Adjective/Misc,د,10,1,3
ده‌تایکی,Noun/Adjective/Misc,د,8,1,2
ده‌تایی,Noun/Adjective/Misc,د,7,1,2
ده‌تومانی,Noun/Adjective/Misc,د,9,1,2
ده‌ثانیه‌ای,Noun/Adjective/Misc,د,11,1,3
ده‌جانبه,Noun/Adjective/Misc,د,8,1,2
ده‌جلدی,Noun/Adjective/Misc,د,7,1,2
ده‌جمله‌ای,Noun/Adjective/Misc,د,10,1,3
ده‌حالته,Noun/Adjective/Misc,د,8,1,2
ده‌حالتی,Noun/Adjective/Misc,د,8,1,2
ده‌حرفی,Noun/Adjective/Misc,د,7,1,2
ده‌دانه‌ای,Noun/Adjective/Misc,د,10,1,3
ده‌درصدی,Noun/Adjective/Misc,د,8,1,2
ده‌دستگی,Noun/Adjective/Misc,د,8,1,2
ده‌دقیقه‌ای,Noun/Adjective/Misc,د,11,1,3
ده‌دلاری,Noun/Adjective/Misc,د,8,1,2
ده‌دهم,Noun/Adjective/Misc,د,6,1,2
ده‌دوم,Noun/Adjective/Misc,د,6,1,2
ده‌دوّم,Noun/Adjective/Misc,د,7,1,2
ده‌رقمی,Noun/Adjective/Misc,د,7,1,2
ده‌روزه,Noun/Adjective/Misc,د,7,1,2
ده‌ریالی,Noun/Adjective/Misc,د,8,1,2
ده‌ساعته,Noun/Adjective/Misc,د,8,1,2
ده‌ساعتی,Noun/Adjective/Misc,د,8,1,2
ده‌ساله,Noun/Adjective/Misc,د,7,1,2
ده‌سالگی,Noun/Adjective/Misc,د,8,1,2
ده‌سوم,Noun/Adjective/Misc,د,6,1,2
ده‌سوّم,Noun/Adjective/Misc,د,7,1,2
ده‌ششم,Noun/Adjective/Misc,د,6,1,2
ده‌صدم,Noun/Adjective/Misc,د,6,1,2
ده‌صفحه‌ای,Noun/Adjective/Misc,د,10,1,3
ده‌قرانی,Noun/Adjective/Misc,د,8,1,2
ده‌قسمته,Noun/Adjective/Misc,د,8,1,2
ده‌قسمتی,Noun/Adjective/Misc,د,8,1,2
ده‌قلو,Noun/Adjective/Misc,د,6,1,2
ده‌لو,Noun/Adjective/Misc,د,5,1,2
ده‌ماهه,Noun/Adjective/Misc,د,7,1,2
ده‌ماهگی,Noun/Adjective/Misc,د,8,1,2
ده‌میلیاردنفره,Noun/Adjective/Misc,د,14,1,2
ده‌میلیاردنفری,Noun/Adjective/Misc,د,14,1,2
ده‌میلیاردی,Noun/Adjective/Misc,د,11,1,2
ده‌میلیونی,Noun/Adjective/Misc,د,10,1,2
ده‌میلیون‌نفره,Noun/Adjective/Misc,د,14,1,3
ده‌میلیون‌نفری,Noun/Adjective/Misc,د,14,1,3
ده‌نشین,Noun/Adjective/Misc,د,7,1,2
ده‌نفره,Noun/Adjective/Misc,د,7,1,2
ده‌نفری,Noun/Adjective/Misc,د,7,1,2
ده‌نمکی,Noun/Adjective/Misc,د,7,1,2
ده‌نهم,Noun/Adjective/Misc,د,6,1,2
ده‌هجایی,Noun/Adjective/Misc,د,8,1,2
ده‌هزارتومانی,Noun/Adjective/Misc,د,13,1,2
ده‌هزارساله,Noun/Adjective/Misc,د,11,1,2
ده‌هزارسالگی,Noun/Adjective/Misc,د,12,1,2
ده‌هزارصفحه‌ای,Noun/Adjective/Misc,د,14,1,3
ده‌هزارم,Noun/Adjective/Misc,د,8,1,2
ده‌هزارنفره,Noun/Adjective/Misc,د,11,1,2
ده‌هزارنفری,Noun/Adjective/Misc,د,11,1,2
ده‌هزاری,Noun/Adjective/Misc,د,8,1,2
ده‌هشتم,Noun/Adjective/Misc,د,7,1,2
ده‌هفتم,Noun/Adjective/Misc,د,7,1,2
ده‌هفته‌ای,Noun/Adjective/Misc,د,10,1,3
ده‌پرده‌ای,Noun/Adjective/Misc,د,10,1,3
ده‌پنجم,Noun/Adjective/Misc,د,7,1,2
ده‌چرخه,Noun/Adjective/Misc,د,7,1,2
ده‌چهارم,Noun/Adjective/Misc,د,8,1,2
ده‌کاره,Noun/Adjective/Misc,د,7,1,2
ده‌کلمه‌ای,Noun/Adjective/Misc,د,10,1,3
ده‌کوره,Noun/Adjective/Misc,د,7,1,2
ده‌گان,Noun/Adjective/Misc,د,6,1,2
ده‌گانه,Noun/Adjective/Misc,د,7,1,2
ده‌یورویی,Noun/Adjective/Misc,د,9,1,2
دوازده‌امامی,Noun/Adjective/Misc,د,12,1,2
دوازده‌بخشی,Noun/Adjective/Misc,د,11,1,2
دوازده‌تا,Noun/Adjective/Misc,د,9,1,2
دوازده‌تایی,Noun/Adjective/Misc,د,11,1,2
دوازده‌ثانیه‌ای,Noun/Adjective/Misc,د,15,1,3
دوازده‌جلدی,Noun/Adjective/Misc,د,11,1,2
دوازده‌حالته,Noun/Adjective/Misc,د,12,1,2
دوازده‌حالتی,Noun/Adjective/Misc,د,12,1,2
دوازده‌حرفی,Noun/Adjective/Misc,د,11,1,2
دوازده‌دانه‌ای,Noun/Adjective/Misc,د,14,1,3
دوازده‌درصدی,Noun/Adjective/Misc,د,12,1,2
دوازده‌دقیقه‌ای,Noun/Adjective/Misc,د,15,1,3
دوازده‌رقمی,Noun/Adjective/Misc,د,11,1,2
دوازده‌روزه,Noun/Adjective/Misc,د,11,1,2
دوازده‌ساعته,Noun/Adjective/Misc,د,12,1,2
دوازده‌ساعتی,Noun/Adjective/Misc,د,12,1,2
دوازده‌ساله,Noun/Adjective/Misc,د,11,1,2
دوازده‌سالگی,Noun/Adjective/Misc,د,12,1,2
دوازده‌صفحه‌ای,Noun/Adjective/Misc,د,14,1,3
دوازده‌قسمته,Noun/Adjective/Misc,د,12,1,2
دوازده‌قسمتی,Noun/Adjective/Misc,د,12,1,2
دوازده‌ماهه,Noun/Adjective/Misc,د,11,1,2
دوازده‌ماهگی,Noun/Adjective/Misc,د,12,1,2
دوازده‌میلیاردی,Noun/Adjective/Misc,د,15,1,2
دوازده‌میلیونی,Noun/Adjective/Misc,د,14,1,2
دوازده‌میلیون‌نفره,Noun/Adjective/Misc,د,18,1,3
دوازده‌میلیون‌نفری,Noun/Adjective/Misc,د,18,1,3
دوازده‌نفره,Noun/Adjective/Misc,د,11,1,2
دوازده‌نفری,Noun/Adjective/Misc,د,11,1,2
دوازده‌هجایی,Noun/Adjective/Misc,د,12,1,2
دوازده‌هزارساله,Noun/Adjective/Misc,د,15,1,2
دوازده‌هزارسالگی,Noun/Adjective/Misc,د,16,1,2
دوازده‌هزارنفره,Noun/Adjective/Misc,د,15,1,2
دوازده‌هزارنفری,Noun/Adjective/Misc,د,15,1,2
دوازده‌هفته‌ای,Noun/Adjective/Misc,د,14,1,3
دوازده‌پرده‌ای,Noun/Adjective/Misc,د,14,1,3
دوازده‌گانه,Noun/Adjective/Misc,د,11,1,2
دوام‌دار,Noun/Adjective/Misc,د,8,1,2
دوباره‌سازی,Noun/Adjective/Misc,د,11,1,2
دوباره‌نویسی,Noun/Adjective/Misc,د,12,1,2
دوباره‌کاری,Noun/Adjective/Misc,د,11,1,2
دوبله‌شده,Noun/Adjective/Misc,د,9,1,2
دوبه‌ده,Noun/Adjective/Misc,د,7,1,2
دوبه‌سه,Noun/Adjective/Misc,د,7,1,2
دوبه‌شش,Noun/Adjective/Misc,د,7,1,2
دوبه‌نه,Noun/Adjective/Misc,د,7,1,2
دوبه‌هشت,Noun/Adjective/Misc,د,8,1,2
دوبه‌هفت,Noun/Adjective/Misc,د,8,1,2
دوبه‌پنج,Noun/Adjective/Misc,د,8,1,2
دوبه‌چهار,Noun/Adjective/Misc,د,9,1,2
دوبه‌یک,Noun/Adjective/Misc,د,7,1,2
دوثانیه‌ای,Noun/Adjective/Misc,د,10,1,2
دوجمله‌ای,Noun/Adjective/Misc,د,9,1,2
دوخته‌شده,Noun/Adjective/Misc,د,9,1,2
دودانه‌ای,Noun/Adjective/Misc,د,9,1,2
دودرجه‌ای,Noun/Adjective/Misc,د,9,1,2
دودقیقه‌ای,Noun/Adjective/Misc,د,10,1,2
دودوزه‌بازی,Noun/Adjective/Misc,د,11,1,2
دوران‌ساز,Noun/Adjective/Misc,د,9,1,2
دوره‌افتاده,Noun/Adjective/Misc,د,11,1,2
دوره‌دیده,Noun/Adjective/Misc,د,9,1,2
دوره‌گرد,Noun/Adjective/Misc,د,8,1,2
دوره‌گردی,Noun/Adjective/Misc,د,9,1,2
دوست‌داشتنی,Noun/Adjective/Misc,د,11,1,2
دوست‌محمد,Noun/Adjective/Misc,د,9,1,2
دوست‌نداشتن,Noun/Adjective/Misc,د,11,1,2
دوست‌یابی,Noun/Adjective/Misc,د,9,1,2
دوسه‌روزه,Noun/Adjective/Misc,د,9,1,2
دوسه‌ساله,Noun/Adjective/Misc,د,9,1,2
دوسه‌ماهه,Noun/Adjective/Misc,د,9,1,2
دوصفحه‌ای,Noun/Adjective/Misc,د,9,1,2
دوغاب‌شده,Noun/Adjective/Misc,د,9,1,2
دوغ‌خوری,Noun/Adjective/Misc,د,8,1,2
دولت‌آباد,Noun/Adjective/Misc,د,9,1,2
دولت‌خواه,Noun/Adjective/Misc,د,9,1,2
دولت‌خواهانه,Noun/Adjective/Misc,د,12,1,2
دولت‌محور,Noun/Adjective/Misc,د,9,1,2
دولت‌مدار,Noun/Adjective/Misc,د,9,1,2
دولت‌مداری,Noun/Adjective/Misc,د,10,1,2
دولت‌مرد,Noun/Adjective/Misc,د,8,1,2
دولت‌گرا,Noun/Adjective/Misc,د,8,1,2
دولپه‌ای,Noun/Adjective/Misc,د,8,1,2
دومرحله‌ای,Noun/Adjective/Misc,د,10,1,2
دومیلیون‌نفره,Noun/Adjective/Misc,د,13,1,2
دومیلیون‌نفری,Noun/Adjective/Misc,د,13,1,2
دون‌همت,Noun/Adjective/Misc,د,7,1,2
دون‌همتی,Noun/Adjective/Misc,د,8,1,2
دون‌پایه,Noun/Adjective/Misc,د,8,1,2
دوهزارصفحه‌ای,Noun/Adjective/Misc,د,13,1,2
دوهفته‌ای,Noun/Adjective/Misc,د,9,1,2
دوپرده‌ای,Noun/Adjective/Misc,د,9,1,2
دوچرخه‌ساز,Noun/Adjective/Misc,د,10,1,2
دوچرخه‌سازی,Noun/Adjective/Misc,د,11,1,2
دوچرخه‌سوار,Noun/Adjective/Misc,د,11,1,2
دوچرخه‌سواری,Noun/Adjective/Misc,د,12,1,2
دوکلمه‌ای,Noun/Adjective/Misc,د,9,1,2
دوگانه‌سوز,Noun/Adjective/Misc,د,10,1,2
دویست‌بخشی,Noun/Adjective/Misc,د,10,1,2
دویست‌تا,Noun/Adjective/Misc,د,8,1,2
دویست‌تومانی,Noun/Adjective/Misc,د,12,1,2
دویست‌ثانیه‌ای,Noun/Adjective/Misc,د,14,1,3
دویست‌جلدی,Noun/Adjective/Misc,د,10,1,2
دویست‌حالته,Noun/Adjective/Misc,د,11,1,2
دویست‌حالتی,Noun/Adjective/Misc,د,11,1,2
دویست‌دانه‌ای,Noun/Adjective/Misc,د,13,1,3
دویست‌دقیقه‌ای,Noun/Adjective/Misc,د,14,1,3
دویست‌رقمی,Noun/Adjective/Misc,د,10,1,2
دویست‌روزه,Noun/Adjective/Misc,د,10,1,2
دویست‌ساعته,Noun/Adjective/Misc,د,11,1,2
دویست‌ساعتی,Noun/Adjective/Misc,د,11,1,2
دویست‌ساله,Noun/Adjective/Misc,د,10,1,2
دویست‌سالگی,Noun/Adjective/Misc,د,11,1,2
دویست‌صفحه‌ای,Noun/Adjective/Misc,د,13,1,3
دویست‌قسمته,Noun/Adjective/Misc,د,11,1,2
دویست‌قسمتی,Noun/Adjective/Misc,د,11,1,2
دویست‌ماهه,Noun/Adjective/Misc,د,10,1,2
دویست‌ماهگی,Noun/Adjective/Misc,د,11,1,2
دویست‌میلیاردی,Noun/Adjective/Misc,د,14,1,2
دویست‌میلیونی,Noun/Adjective/Misc,د,13,1,2
دویست‌میلیون‌نفره,Noun/Adjective/Misc,د,17,1,3
دویست‌میلیون‌نفری,Noun/Adjective/Misc,د,17,1,3
دویست‌نفره,Noun/Adjective/Misc,د,10,1,2
دویست‌نفری,Noun/Adjective/Misc,د,10,1,2
دویست‌هزارساله,Noun/Adjective/Misc,د,14,1,2
دویست‌هزارسالگی,Noun/Adjective/Misc,د,15,1,2
دویست‌هزارنفره,Noun/Adjective/Misc,د,14,1,2
دویست‌هزارنفری,Noun/Adjective/Misc,د,14,1,2
دویست‌هفته‌ای,Noun/Adjective/Misc,د,13,1,3
دویست‌وچند,Noun/Adjective/Misc,د,10,1,2
دویست‌وچندساله,Noun/Adjective/Misc,د,14,1,2
دویست‌وچندسالگی,Noun/Adjective/Misc,د,15,1,2
دویست‌کلمه‌ای,Noun/Adjective/Misc,د,13,1,3
دویست‌گانه,Noun/Adjective/Misc,د,10,1,2
دویست‌یورویی,Noun/Adjective/Misc,د,12,1,2
دکان‌دار,Noun/Adjective/Misc,د,8,1,2
دگرگون‌سازی,Noun/Adjective/Misc,د,11,1,2
دگرگون‌شده,Noun/Adjective/Misc,د,10,1,2
دگرگون‌کننده,Noun/Adjective/Misc,د,12,1,2
دیالوگ‌نویسی,Noun/Adjective/Misc,د,12,1,2
دیده‌بان,Noun/Adjective/Misc,د,8,1,2
دیده‌بوسی,Noun/Adjective/Misc,د,9,1,2
دیده‌شده,Noun/Adjective/Misc,د,8,1,2
دیفرانسیل‌گیری,Noun/Adjective/Misc,د,14,1,2
دیمی‌کاری,Noun/Adjective/Misc,د,9,1,2
دین‌آباد,Noun/Adjective/Misc,د,8,1,2
دین‌باور,Noun/Adjective/Misc,د,8,1,2
دین‌باوری,Noun/Adjective/Misc,د,9,1,2
دین‌دار,Noun/Adjective/Misc,د,7,1,2
دین‌دانشی,Noun/Adjective/Misc,د,9,1,2
دین‌ستیز,Noun/Adjective/Misc,د,8,1,2
دین‌شناس,Noun/Adjective/Misc,د,8,1,2
دین‌شناسانه,Noun/Adjective/Misc,د,11,1,2
دین‌فروش,Noun/Adjective/Misc,د,8,1,2
دین‌محمدی,Noun/Adjective/Misc,د,9,1,2
دین‌محوری,Noun/Adjective/Misc,د,9,1,2
دین‌مدار,Noun/Adjective/Misc,د,8,1,2
دین‌مداری,Noun/Adjective/Misc,د,9,1,2
دین‌پژوه,Noun/Adjective/Misc,د,8,1,2
دین‌گرا,Noun/Adjective/Misc,د,7,1,2
دین‌گریز,Noun/Adjective/Misc,د,8,1,2
دین‌گستر,Noun/Adjective/Misc,د,8,1,2
دیه‌گو,Noun/Adjective/Misc,د,6,1,2
دیوانه‌بازی,Noun/Adjective/Misc,د,11,1,2
دیوانه‌خانه,Noun/Adjective/Misc,د,11,1,2
دیوانه‌وار,Noun/Adjective/Misc,د,10,1,2
دیوان‌سالار,Noun/Adjective/Misc,د,11,1,2
دیوان‌سالاری,Noun/Adjective/Misc,د,12,1,2
دی‌ان‌آ,Noun/Adjective/Misc,د,7,1,3
دی‌ان‌ای,Noun/Adjective/Misc,د,8,1,3
دی‌اکسید,Noun/Adjective/Misc,د,8,1,2
دی‌ماه,Noun/Adjective/Misc,د,6,1,2
دی‌وی‌دی,Noun/Adjective/Misc,د,8,1,3
داستان‌سرایی,Noun/Adjective/Misc,د,12,1,2
داغول‌بازی,Noun/Adjective/Misc,د,10,1,2
دانش‌پژوهشی,Noun/Adjective/Misc,د,11,1,2
دانه‌درشت,Noun/Adjective/Misc,د,9,1,2
دبل‌آ,Noun/Adjective/Misc,د,5,1,2
دراپ‌بال,Noun/Adjective/Misc,د,8,1,2
دربه‌دری,Noun/Adjective/Misc,د,8,1,2
